    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
 7259,         10492,            3236,           9985,          ,            ,           
 7260,         10493,            3236,           9988,          ,            ,           
 7261,         10494,            3236,          16998,          ,            ,           
 7262,         10495,            3236,          10999,          ,            ,           
 7263,         10498,            3238,           9668,          ,            ,           
 7264,         10499,            3238,          11991,          ,            ,           
 7265,         10500,            3238,          10002,          ,            ,           
 7266,         10501,            3238,          10000,          ,            ,           
 7267,         10503,            3239,          10015,          ,            ,           
 7268,         10504,            3239,          10986,          ,            ,           
 7269,         10505,            3239,          17027,          ,            ,           
 7270,         10507,            3240,          16543,          ,            ,           
 7271,         10509,            3241,          18994,          ,            ,           
 7272,         10511,            3242,          14992,          ,            ,           
 7273,         10514,            3244,          10016,          ,            ,           
 7274,         10515,            3244,          12007,          ,            ,           
 7275,         10516,            3244,          13767,          ,            ,           
 7276,         10517,            3244,          14010,          ,            ,           
 7277,         10520,            3246,          10000,          ,            ,           
 7278,         10524,            3249,          11003,          ,            ,           
 7279,         10528,            3252,          11001,          ,            ,           
 7280,         10529,            3252,          12004,          ,            ,           
 7281,         10530,            3252,           9947,          ,            ,           
 7282,         10531,            3252,          10003,          ,            ,           
 7283,         10532,            3252,           9998,          ,            ,           
 7284,         10533,            3252,          17997,          ,            ,           
 7285,         10534,            3252,          10000,          ,            ,           
 7286,         10537,            3254,          10104,          ,            ,           
 7287,         10538,            3254,          11026,          ,            ,           
 7288,         10539,            3254,          10499,          ,            ,           
 7289,         10540,            3254,           8999,          ,            ,           
 7290,         10541,            3254,          10000,          ,            ,           
 7291,         10543,            3255,          11000,          ,            ,           
 7292,         10546,            3257,          11001,          ,            ,           
 7293,         10551,            3261,          11008,          ,            ,           
 7294,         10552,            3261,          10992,          ,            ,           
 7295,         10553,            3261,          12524,          ,            ,           
 7296,         10554,            3261,          10000,          ,            ,           
 7297,         10557,            3263,           8999,          ,            ,           
 7298,         10560,            3265,          10000,          ,            ,           
 7299,         10562,            3266,          10000,          ,            ,           
 7300,         10563,            3266,           9998,          ,            ,           
 7301,         10564,            3266,           9985,          ,            ,           
 7302,         10566,            3267,          11001,          ,            ,           
 7303,         10567,            3267,          10512,          ,            ,           
 7304,         10568,            3267,           9528,          ,            ,           
 7305,         10569,            3267,           8999,          ,            ,           
 7306,         10570,            3267,          10000,          ,            ,           
 7307,         10571,            3267,          11000,          ,            ,           
 7308,         10572,            3267,          13000,          ,            ,           
 7309,         10573,            3267,          10227,          ,            ,           
 7310,         10575,            3268,          10001,          ,            ,           
 7311,         10576,            3268,          10000,          ,            ,           
 7312,         10577,            3268,          17000,          ,            ,           
 7313,         10578,            3268,          11997,          ,            ,           
 7314,         10579,            3268,           9998,          ,            ,           
 7315,         10580,            3268,           9999,          ,            ,           
 7316,         10581,            3268,           9925,          ,            ,           
 7317,         10583,            3269,          11620,          ,            ,           
 7318,         10585,            3270,          12191,          ,            ,           
 7319,         10586,            3270,           9992,          ,            ,           
 7320,         10587,            3270,          10458,          ,            ,           
 7321,         10588,            3270,          11531,          ,            ,           
 7322,         10589,            3270,          11621,          ,            ,           
 7323,         10590,            3270,          11900,          ,            ,           
 7324,         10592,            3271,          11999,          ,            ,           
 7325,         10593,            3271,           9999,          ,            ,           
 7326,         10594,            3271,          10003,          ,            ,           
 7327,         10595,            3271,           9000,          ,            ,           
 7328,         10596,            3271,          10000,          ,            ,           
 7329,         10599,            3273,          14843,          ,            ,           
 7330,         10603,            3276,          13014,          ,            ,           
 7331,         10607,            3279,          12999,          ,            ,           
 7332,         10608,            3279,           9997,          ,            ,           
 7333,         10609,            3279,          10000,          ,            ,           
 7334,         10611,            3280,          10000,          ,            ,           
 7335,         10613,            3281,          10004,          ,            ,           
 7336,         10614,            3281,          11570,          ,            ,           
 7337,         10615,            3281,          10000,          ,            ,           
 7338,         10617,            3282,           9984,          ,            ,           
 7339,         10618,            3282,          10000,          ,            ,           
 7340,         10620,            3283,           9000,          ,            ,           
 7341,         10622,            3284,          10000,          ,            ,           
 7342,         10623,            3284,           9986,          ,            ,           
 7343,         10624,            3284,          17520,          ,            ,           
 7344,         10626,            3285,          14993,          ,            ,           
 7345,         10629,            3287,          16000,          ,            ,           
 7346,         10630,            3287,          10003,          ,            ,           
 7347,         10631,            3287,          10001,          ,            ,           
 7348,         10633,            3288,          10000,          ,            ,           
 7349,         10635,            3289,          12049,          ,            ,           
 7350,         10637,            3290,          16999,          ,            ,           
 7351,         10638,            3290,          14002,          ,            ,           
 7352,         10639,            3290,           9999,          ,            ,           
 7353,         10641,            3291,          16000,          ,            ,           
 7354,         10642,            3291,          15516,          ,            ,           
 7355,         10643,            3291,           9995,          ,            ,           
 7356,         10644,            3291,          13997,          ,            ,           
 7357,         10646,            3292,           9998,          ,            ,           
 7358,         10650,            3295,           9999,          ,            ,           
 7359,         10655,            3299,           9833,          ,            ,           
 7360,         10656,            3299,          10001,          ,            ,           
 7361,         10657,            3299,           9999,          ,            ,           
 7362,         10659,            3300,          11000,          ,            ,           
 7363,         10661,            3301,          10000,          ,            ,           
 7364,         10665,            3304,           9999,          ,            ,           
 7365,         10666,            3304,          12000,          ,            ,           
 7366,         10667,            3304,           9998,          ,            ,           
 7367,         10668,            3304,          11001,          ,            ,           
 7368,         10669,            3304,          10000,          ,            ,           
 7369,         10672,            3306,          10999,          ,            ,           
 7370,         10674,            3307,          15002,          ,            ,           
 7371,         10676,            3308,          16001,          ,            ,           
 7372,         10677,            3308,          12002,          ,            ,           
 7373,         10678,            3308,           9999,          ,            ,           
 7374,         10679,            3308,          11001,          ,            ,           
 7375,         10680,            3308,           9999,          ,            ,           
 7376,         10681,            3308,           9999,          ,            ,           
 7377,         10683,            3309,           9999,          ,            ,           
 7378,         10684,            3309,           9999,          ,            ,           
 7379,         10685,            3309,          11002,          ,            ,           
 7380,         10686,            3309,          11001,          ,            ,           
 7381,         10687,            3309,          12512,          ,            ,           
 7382,         10689,            3310,          10999,          ,            ,           
 7383,         10690,            3310,          10000,          ,            ,           
 7384,         10691,            3310,           9839,          ,            ,           
 7385,         10692,            3310,          10637,          ,            ,           
 7386,         10694,            3311,           9982,          ,            ,           
 7387,         10695,            3311,          11002,          ,            ,           
 7388,         10696,            3311,          18003,          ,            ,           
 7389,         10697,            3311,          17003,          ,            ,           
 7390,         10698,            3311,          19570,          ,            ,           
 7391,         10699,            3311,          13999,          ,            ,           
 7392,         10701,            3312,          10531,          ,            ,           
 7393,         10702,            3312,          12998,          ,            ,           
 7394,         10703,            3312,          16000,          ,            ,           
 7395,         10705,            3313,          10000,          ,            ,           
 7396,         10708,            3315,          16999,          ,            ,           
 7397,         10709,            3315,          11002,          ,            ,           
 7398,         10710,            3315,          10514,          ,            ,           
 7399,         10711,            3315,          11001,          ,            ,           
 7400,         10712,            3315,          10000,          ,            ,           
 7401,         10713,            3315,           9999,          ,            ,           
 7402,         10714,            3315,           9999,          ,            ,           
 7403,         10716,            3316,           9998,          ,            ,           
 7404,         10717,            3316,          13002,          ,            ,           
 7405,         10718,            3316,          12995,          ,            ,           
 7406,         10720,            3317,          12998,          ,            ,           
 7407,         10721,            3317,          12997,          ,            ,           
 7408,         10722,            3317,          11000,          ,            ,           
 7409,         10723,            3317,          12016,          ,            ,           
 7410,         10724,            3317,          11003,          ,            ,           
 7411,         10725,            3317,          10016,          ,            ,           
 7412,         10726,            3317,          10000,          ,            ,           
 7413,         10727,            3317,          10000,          ,            ,           
 7414,         10730,            3319,          10000,          ,            ,           
 7415,         10732,            3320,           9994,          ,            ,           
 7416,         10733,            3320,          10014,          ,            ,           
 7417,         10734,            3320,          10986,          ,            ,           
 7418,         10735,            3320,          10546,          ,            ,           
 7419,         10737,            3321,          11002,          ,            ,           
 7420,         10738,            3321,          11999,          ,            ,           
 7421,         10739,            3321,          11012,          ,            ,           
 7422,         10741,            3322,          11987,          ,            ,           
 7423,         10742,            3322,          11011,          ,            ,           
 7424,         10743,            3322,          12534,          ,            ,           
 7425,         10744,            3322,          12001,          ,            ,           
 7426,         10745,            3322,          12017,          ,            ,           
 7427,         10747,            3323,          10009,          ,            ,           
 7428,         10749,            3324,          12997,          ,            ,           
 7429,         10750,            3324,          12999,          ,            ,           
 7430,         10751,            3324,          10997,          ,            ,           
 7431,         10752,            3324,          11001,          ,            ,           
 7432,         10753,            3324,          10998,          ,            ,           
 7433,         10754,            3324,          10984,          ,            ,           
 7434,         10755,            3324,          10984,          ,            ,           
 7435,         10756,            3324,          10985,          ,            ,           
 7436,         10757,            3324,          11005,          ,            ,           
 7437,         10759,            3325,          12509,          ,            ,           
 7438,         10760,            3325,          12985,          ,            ,           
 7439,         10761,            3325,          12014,          ,            ,           
 7440,         10763,            3326,          10006,          ,            ,           
 7441,         10766,            3328,          12003,          ,            ,           
 7442,         10770,            3331,          12015,          ,            ,           
 7443,         10774,            3334,          12514,          ,            ,           
 7444,         10775,            3334,          13000,          ,            ,           
 7445,         10776,            3334,          13001,          ,            ,           
 7446,         10778,            3335,          11998,          ,            ,           
 7447,         10779,            3335,          11000,          ,            ,           
 7448,         10780,            3335,          11004,          ,            ,           
 7449,         10781,            3335,          10981,          ,            ,           
 7450,         10782,            3335,          11000,          ,            ,           
 7451,         10784,            3336,          12017,          ,            ,           
 7452,         10787,            3338,          13987,          ,            ,           
 7453,         10789,            3339,          12014,          ,            ,           
 7454,         10790,            3339,          12000,          ,            ,           
 7455,         10791,            3339,          11284,          ,            ,           
 7456,         10793,            3340,          10541,          ,            ,           
 7457,         10795,            3341,          21986,          ,            ,           
 7458,         10797,            3342,          12001,          ,            ,           
 7459,         10798,            3342,          11015,          ,            ,           
 7460,         10799,            3342,           9986,          ,            ,           
 7461,         10800,            3342,          10000,          ,            ,           
 7462,         10801,            3342,           9512,          ,            ,           
 7463,         10803,            3343,          10997,          ,            ,           
 7464,         10805,            3344,          10000,          ,            ,           
 7465,         10807,            3345,           9999,          ,            ,           
 7466,         10809,            3346,          11001,          ,            ,           
 7467,         10810,            3346,          10001,          ,            ,           
 7468,         10811,            3346,          10996,          ,            ,           
 7469,         10813,            3347,          12171,          ,            ,           
 7470,         10815,            3348,          17001,          ,            ,           
 7471,         10816,            3348,          13388,          ,            ,           
 7472,         10817,            3348,          13016,          ,            ,           
 7473,         10818,            3348,          10999,          ,            ,           
 7474,         10820,            3349,          11002,          ,            ,           
 7475,         10821,            3349,          10513,          ,            ,           
 7476,         10822,            3349,          11001,          ,            ,           
 7477,         10823,            3349,          10453,          ,            ,           
 7478,         10824,            3349,          11000,          ,            ,           
 7479,         10825,            3349,          10016,          ,            ,           
 7480,         10826,            3349,          17006,          ,            ,           
 7481,         10827,            3349,          16515,          ,            ,           
 7482,         10828,            3349,          12016,          ,            ,           
 7483,         10831,            3351,          12992,          ,            ,           
 7484,         10834,            3353,          11944,          ,            ,           
 7485,         10839,            3357,          12619,          ,            ,           
 7486,         10840,            3357,          14810,          ,            ,           
 7487,         10841,            3357,          12389,          ,            ,           
 7488,         10842,            3357,          11485,          ,            ,           
 7489,         10844,            3358,          11869,          ,            ,           
 7490,         10845,            3358,          14982,          ,            ,           
 7491,         10846,            3358,          12984,          ,            ,           
 7492,         10847,            3358,          11997,          ,            ,           
 7493,         10848,            3358,          14005,          ,            ,           
 7494,         10849,            3358,          10003,          ,            ,           
 7495,         10850,            3358,          18125,          ,            ,           
 7496,         10851,            3358,          14986,          ,            ,           
 7497,         10854,            3360,          15004,          ,            ,           
 7498,         10857,            3362,          14507,          ,            ,           
 7499,         10860,            3364,          14999,          ,            ,           
 7500,         10861,            3364,          14001,          ,            ,           
 7501,         10862,            3364,          10008,          ,            ,           
 7502,         10863,            3364,          10987,          ,            ,           
 7503,         10864,            3364,          11000,          ,            ,           
 7504,         10865,            3364,          10513,          ,            ,           
 7505,         10866,            3364,          10991,          ,            ,           
 7506,         10868,            3365,           9984,          ,            ,           
 7507,         10871,            3367,          15004,          ,            ,           
 7508,         10874,            3369,          20997,          ,            ,           
 7509,         10877,            3371,          22512,          ,            ,           
 7510,         10878,            3371,          19991,          ,            ,           
 7511,         10879,            3371,          11000,          ,            ,           
 7512,         10880,            3371,          10120,          ,            ,           
 7513,         10881,            3371,          12042,          ,            ,           
 7514,         10883,            3372,          16503,          ,            ,           
 7515,         10886,            3374,          11001,          ,            ,           
 7516,         10887,            3374,          11002,          ,            ,           
 7517,         10888,            3374,          12239,          ,            ,           
 7518,         10890,            3375,          12962,          ,            ,           
 7519,         10893,            3377,          12956,          ,            ,           
 7520,         10895,            3378,          12400,          ,            ,           
 7521,         10896,            3378,          12512,          ,            ,           
 7522,         10897,            3378,          12000,          ,            ,           
 7523,         10898,            3378,          12000,          ,            ,           
 7524,         10899,            3378,          10986,          ,            ,           
 7525,         10900,            3378,          17006,          ,            ,           
 7526,         10901,            3378,          11002,          ,            ,           
 7527,         10902,            3378,          12519,          ,            ,           
 7528,         10904,            3379,          12002,          ,            ,           
 7529,         10908,            3382,          17000,          ,            ,           
 7530,         10909,            3382,          12524,          ,            ,           
 7531,         10910,            3382,          11661,          ,            ,           
 7532,         10912,            3383,          12476,          ,            ,           
 7533,         10913,            3383,           9997,          ,            ,           
 7534,         10914,            3383,          14002,          ,            ,           
 7535,         10916,            3384,          12002,          ,            ,           
 7536,         10917,            3384,          14000,          ,            ,           
 7537,         10919,            3385,          15009,          ,            ,           
 7538,         10920,            3385,          12139,          ,            ,           
 7539,         10921,            3385,          11999,          ,            ,           
 7540,         10922,            3385,          12999,          ,            ,           
 7541,         10923,            3385,          13003,          ,            ,           
 7542,         10924,            3385,          11001,          ,            ,           
 7543,         10926,            3386,          10998,          ,            ,           
 7544,         10927,            3386,          12002,          ,            ,           
 7545,         10929,            3387,          11016,          ,            ,           
 7546,         10930,            3387,          13042,          ,            ,           
 7547,         10931,            3387,          10000,          ,            ,           
 7548,         10932,            3387,          11985,          ,            ,           
 7549,         10933,            3387,          11014,          ,            ,           
 7550,         10934,            3387,          10029,          ,            ,           
 7551,         10935,            3387,          10530,          ,            ,           
 7552,         10936,            3387,          18002,          ,            ,           
 7553,         10937,            3387,          11998,          ,            ,           
 7554,         10938,            3387,          11015,          ,            ,           
 7555,         10939,            3387,          10984,          ,            ,           
 7556,         10940,            3387,          11385,          ,            ,           
 7557,         10941,            3387,          10542,          ,            ,           
 7558,         10942,            3387,          12001,          ,            ,           
 7559,         10943,            3387,          10984,          ,            ,           
 7560,         10944,            3387,          10999,          ,            ,           
 7561,         10946,            3388,          11980,          ,            ,           
 7562,         10949,            3390,          10998,          ,            ,           
 7563,         10951,            3391,           9986,          ,            ,           
 7564,         10952,            3391,          12000,          ,            ,           
 7565,         10953,            3391,          11016,          ,            ,           
 7566,         10954,            3391,          10984,          ,            ,           
 7567,         10955,            3391,          12986,          ,            ,           
 7568,         10956,            3391,          11014,          ,            ,           
 7569,         10957,            3391,          11985,          ,            ,           
 7570,         10958,            3391,          11519,          ,            ,           
 7571,         10959,            3391,          10982,          ,            ,           
 7572,         10962,            3393,           9984,          ,            ,           
 7573,         10963,            3393,          11997,          ,            ,           
 7574,         10964,            3393,          14998,          ,            ,           
 7575,         10966,            3394,          11999,          ,            ,           
 7576,         10967,            3394,          10508,          ,            ,           
 7577,         10969,            3395,          11000,          ,            ,           
 7578,         10973,            3398,          11001,          ,            ,           
 7579,         10974,            3398,          10999,          ,            ,           
 7580,         10975,            3398,           9999,          ,            ,           
 7581,         10976,            3398,          10999,          ,            ,           
 7582,         10978,            3399,          10000,          ,            ,           
 7583,         10981,            3401,          10000,          ,            ,           
 7584,         10985,            3404,          11000,          ,            ,           
 7585,         10986,            3404,          10998,          ,            ,           
 7586,         10987,            3404,          10999,          ,            ,           
 7587,         10989,            3405,          10000,          ,            ,           
 7588,         10990,            3405,           9999,          ,            ,           
 7589,         10993,            3407,          11000,          ,            ,           
 7590,         10994,            3407,          10510,          ,            ,           
 7591,         10995,            3407,          20000,          ,            ,           
 7592,         10997,            3408,          10002,          ,            ,           
 7593,         10998,            3408,          11997,          ,            ,           
 7594,         10999,            3408,          13997,          ,            ,           
 7595,         11000,            3408,          11069,          ,            ,           
 7596,         11002,            3409,          12802,          ,            ,           
 7597,         11003,            3409,          17001,          ,            ,           
 7598,         11004,            3409,          10999,          ,            ,           
 7599,         11005,            3409,          10000,          ,            ,           
 7600,         11006,            3409,          16001,          ,            ,           
 7601,         11007,            3409,          14161,          ,            ,           
 7602,         11008,            3409,          11000,          ,            ,           
 7603,         11009,            3409,          13009,          ,            ,           
 7604,         11010,            3409,          17985,          ,            ,           
 7605,         11011,            3409,          10000,          ,            ,           
 7606,         11014,            3411,          10015,          ,            ,           
 7607,         11018,            3414,          10230,          ,            ,           
 7608,         11022,            3417,          11004,          ,            ,           
 7609,         11023,            3417,          10997,          ,            ,           
 7610,         11024,            3417,          10000,          ,            ,           
 7611,         11025,            3417,          12983,          ,            ,           
 7612,         11028,            3419,          11001,          ,            ,           
 7613,         11030,            3420,          11000,          ,            ,           
 7614,         11031,            3420,          11543,          ,            ,           
 7615,         11032,            3420,          10999,          ,            ,           
 7616,         11034,            3421,          10000,          ,            ,           
 7617,         11035,            3421,          11000,          ,            ,           
 7618,         11036,            3421,          10000,          ,            ,           
 7619,         11037,            3421,          11997,          ,            ,           
 7620,         11038,            3421,          14028,          ,            ,           
 7621,         11039,            3421,          13551,          ,            ,           
 7622,         11040,            3421,          14000,          ,            ,           
 7623,         11041,            3421,          10000,          ,            ,           
 7624,         11042,            3421,          10986,          ,            ,           
 7625,         11044,            3422,          10988,          ,            ,           
 7626,         11046,            3423,           9997,          ,            ,           
 7627,         11047,            3423,          10544,          ,            ,           
 7628,         11048,            3423,          10999,          ,            ,           
 7629,         11049,            3423,          10994,          ,            ,           
 7630,         11050,            3423,          11000,          ,            ,           
 7631,         11052,            3424,          11000,          ,            ,           
 7632,         11053,            3424,          10000,          ,            ,           
 7633,         11056,            3426,          11010,          ,            ,           
 7634,         11057,            3426,          12514,          ,            ,           
 7635,         11058,            3426,          11998,          ,            ,           
 7636,         11059,            3426,          11000,          ,            ,           
 7637,         11060,            3426,          12000,          ,            ,           
 7638,         11061,            3426,          13017,          ,            ,           
 7639,         11062,            3426,          12994,          ,            ,           
 7640,         11063,            3426,          13544,          ,            ,           
 7641,         11064,            3426,          13011,          ,            ,           
 7642,         11065,            3426,          17966,          ,            ,           
 7643,         11066,            3426,          13008,          ,            ,           
 7644,         11067,            3426,          13018,          ,            ,           
 7645,         11068,            3426,          11462,          ,            ,           
 7646,         11069,            3426,          11999,          ,            ,           
 7647,         11072,            3428,          11997,          ,            ,           
 7648,         11076,            3431,          10997,          ,            ,           
 7649,         11077,            3431,          10995,          ,            ,           
 7650,         11078,            3431,          10998,          ,            ,           
 7651,         11079,            3431,          11002,          ,            ,           
 7652,         11080,            3431,          11541,          ,            ,           
 7653,         11081,            3431,          11991,          ,            ,           
 7654,         11082,            3431,          12992,          ,            ,           
 7655,         11083,            3431,          13003,          ,            ,           
 7656,         11085,            3432,          14017,          ,            ,           
 7657,         11089,            3435,          11012,          ,            ,           
 7658,         11090,            3435,          12017,          ,            ,           
 7659,         11091,            3435,          10999,          ,            ,           
 7660,         11093,            3436,          10999,          ,            ,           
 7661,         11095,            3437,          10986,          ,            ,           
 7662,         11096,            3437,           9998,          ,            ,           
 7663,         11097,            3437,          11016,          ,            ,           
 7664,         11098,            3437,          11013,          ,            ,           
 7665,         11099,            3437,          10985,          ,            ,           
 7666,         11100,            3437,          12003,          ,            ,           
 7667,         11102,            3438,          13998,          ,            ,           
 7668,         11105,            3440,          11002,          ,            ,           
 7669,         11106,            3440,          12000,          ,            ,           
 7670,         11107,            3440,          13936,          ,            ,           
 7671,         11108,            3440,          13101,          ,            ,           
 7672,         11109,            3440,          27001,          ,            ,           
 7673,         11110,            3440,          20004,          ,            ,           
 7674,         11113,            3442,          14002,          ,            ,           
 7675,         11114,            3442,          18516,          ,            ,           
 7676,         11115,            3442,          15475,          ,            ,           
 7677,         11116,            3442,          15045,          ,            ,           
 7678,         11118,            3443,          12486,          ,            ,           
 7679,         11120,            3444,          10599,          ,            ,           
 7680,         11121,            3444,          12171,          ,            ,           
 7681,         11122,            3444,          10979,          ,            ,           
 7682,         11124,            3445,          11002,          ,            ,           
 7683,         11125,            3445,          11011,          ,            ,           
 7684,         11126,            3445,          10986,          ,            ,           
 7685,         11128,            3446,          12001,          ,            ,           
 7686,         11130,            3447,          22583,          ,            ,           
 7687,         11131,            3447,          19001,          ,            ,           
 7688,         11132,            3447,          18974,          ,            ,           
 7689,         11133,            3447,          19001,          ,            ,           
 7690,         11134,            3447,          18516,          ,            ,           
 7691,         11135,            3447,          15001,          ,            ,           
 7692,         11137,            3448,          13000,          ,            ,           
 7693,         11138,            3448,          12013,          ,            ,           
 7694,         11139,            3448,          15004,          ,            ,           
 7695,         11141,            3449,          12980,          ,            ,           
 7696,         11144,            3451,          13013,          ,            ,           
 7697,         11145,            3451,          15995,          ,            ,           
 7698,         11146,            3451,          14005,          ,            ,           
 7699,         11147,            3451,          18000,          ,            ,           
 7700,         11148,            3451,          15166,          ,            ,           
 7701,         11149,            3451,          17994,          ,            ,           
 7702,         11151,            3452,          13992,          ,            ,           
 7703,         11152,            3452,          15000,          ,            ,           
 7704,         11154,            3453,          11892,          ,            ,           
 7705,         11155,            3453,          14795,          ,            ,           
 7706,         11156,            3453,          11628,          ,            ,           
 7707,         11157,            3453,          12022,          ,            ,           
 7708,         11158,            3453,          16003,          ,            ,           
 7709,         11162,            3456,          12024,          ,            ,           
 7710,         11163,            3456,          12556,          ,            ,           
 7711,         11164,            3456,          10989,          ,            ,           
 7712,         11166,            3457,          13001,          ,            ,           
 7713,         11167,            3457,          14009,          ,            ,           
 7714,         11168,            3457,          12014,          ,            ,           
 7715,         11169,            3457,          11006,          ,            ,           
 7716,         11170,            3457,          10535,          ,            ,           
 7717,         11171,            3457,          10798,          ,            ,           
 7718,         11172,            3457,          11000,          ,            ,           
 7719,         11173,            3457,          10995,          ,            ,           
 7720,         11174,            3457,          10721,          ,            ,           
 7721,         11177,            3459,          10999,          ,            ,           
 7722,         11178,            3459,          11015,          ,            ,           
 7723,         11179,            3459,          10539,          ,            ,           
 7724,         11181,            3460,          11000,          ,            ,           
 7725,         11182,            3460,          10982,          ,            ,           
 7726,         11184,            3461,          11000,          ,            ,           
 7727,         11185,            3461,          10999,          ,            ,           
 7728,         11186,            3461,          10009,          ,            ,           
 7729,         11187,            3461,          11000,          ,            ,           
 7730,         11189,            3462,          10542,          ,            ,           
 7731,         11192,            3464,          11001,          ,            ,           
 7732,         11193,            3464,          11002,          ,            ,           
 7733,         11194,            3464,           9987,          ,            ,           
 7734,         11195,            3464,          10999,          ,            ,           
 7735,         11196,            3464,          15008,          ,            ,           
 7736,         11197,            3464,          18580,          ,            ,           
 7737,         11199,            3465,          20996,          ,            ,           
 7738,         11201,            3466,          18999,          ,            ,           
 7739,         11202,            3466,          10982,          ,            ,           
 7740,         11207,            3470,          14505,          ,            ,           
 7741,         11208,            3470,          17003,          ,            ,           
 7742,         11209,            3470,          20999,          ,            ,           
 7743,         11211,            3471,          19123,          ,            ,           
 7744,         11213,            3472,          20527,          ,            ,           
 7745,         11214,            3472,          21754,          ,            ,           
 7746,         11218,            3475,          17991,          ,            ,           
 7747,         11219,            3475,          15933,          ,            ,           
 7748,         11220,            3475,          12109,          ,            ,           
 7749,         11222,            3476,          10925,          ,            ,           
 7750,         11223,            3476,          11586,          ,            ,           
 7751,         11224,            3476,          10332,          ,            ,           
 7752,         11225,            3476,          14192,          ,            ,           
 7753,         11227,            3477,          17619,          ,            ,           
 7754,         11229,            3478,          14528,          ,            ,           
 7755,         11230,            3478,          11012,          ,            ,           
 7756,         11231,            3478,          10999,          ,            ,           
 7757,         11232,            3478,          11002,          ,            ,           
 7758,         11233,            3478,          12006,          ,            ,           
